Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
23/7/2009,Melbourne,7.1,14.5,15.6,3.4,6,S,41,WSW,SW,20,13,82,51,1017.8,1020.8,7,5,8.3,14.1,Yes,No
24/7/2009,Melbourne,3.9,13.3,0,1.8,6.1,N,59,NNW,NNW,22,22,77,43,1024.9,1022.4,1,7,5.7,12.8,No,No
25/7/2009,Melbourne,5.7,13.6,0,3.4,5.6,N,65,N,N,43,28,57,49,1022.9,1020,7,5,9.7,12.3,No,No
26/7/2009,Melbourne,7.4,15.7,0,4,7.2,N,56,N,NNW,33,19,66,39,1015.4,1012.2,6,7,8.6,14.6,No,No
27/7/2009,Melbourne,8.6,16.4,0,2.8,5.1,W,56,N,W,30,28,64,68,1015.8,1015.7,4,7,10,14,No,No
29/7/2009,Melbourne,9.4,16.4,0,1.2,4.4,W,37,N,W,13,20,71,52,1024,1023.1,6,7,12.3,16,No,No
30/7/2009,Melbourne,10.2,16.1,0.4,2.2,3.9,W,37,N,NNW,20,20,73,52,1023,1019,7,7,11.3,15.4,No,Yes
31/7/2009,Melbourne,9.3,16.2,7.2,3.4,6.5,W,41,NW,WSW,17,24,74,46,1020.8,1020.1,3,5,10.6,14.9,Yes,No
1/8/2009,Melbourne,10.6,16.6,0.2,1.6,3.8,W,44,N,W,17,24,64,53,1023.9,1022.7,6,7,11.9,15.8,No,No
3/8/2009,Melbourne,8.8,15.4,3.2,3.6,7.1,W,93,W,NW,20,13,65,35,1022.4,1021.9,1,6,9.9,14.8,Yes,No
4/8/2009,Melbourne,8.5,15,0,3.8,2.5,N,50,N,NW,35,24,58,62,1017.7,1015.6,7,7,10.2,14.5,No,Yes
5/8/2009,Melbourne,8.3,16.6,5.2,1.4,7.2,N,50,N,NNW,28,19,75,55,1019.5,1016.6,6,7,10.2,15.8,Yes,No
6/8/2009,Melbourne,10.1,19.1,0,4.4,1.1,N,80,N,N,50,44,50,45,1014.1,1009.4,7,7,14.7,17.5,No,No
8/8/2009,Melbourne,3.8,16.5,0,3.8,9.7,N,41,N,NW,24,22,67,29,1024.8,1020.8,1,7,6.6,15.7,No,No
9/8/2009,Melbourne,6.6,14.6,0,4.8,3.8,N,61,N,N,37,35,54,39,1018.9,1016.3,7,7,9,12.7,No,No
10/8/2009,Melbourne,9,13.8,0,3.2,0,N,35,N,E,13,17,68,50,1017.7,1012.5,8,7,9.6,12.6,No,No
11/8/2009,Melbourne,9.5,16.2,0.6,1.2,2.7,N,48,W,NE,7,7,80,59,1009.3,1008.3,8,7,10.8,14.6,No,Yes
14/8/2009,Melbourne,8.9,19.1,1,1.8,9.7,N,61,N,NE,13,20,71,39,1019.9,1016.7,6,5,12.3,19,No,No
15/8/2009,Melbourne,10.5,19.3,0,4,6.5,N,89,N,N,61,59,58,46,1015,1010.3,5,2,12.7,18.2,No,No
16/8/2009,Melbourne,12.7,17.2,0,7.4,5.6,N,98,N,NW,50,28,49,49,1001,1001.5,7,6,16.8,16,No,Yes
18/8/2009,Melbourne,8.4,16.7,0,3.8,7.9,N,41,NNW,NNE,19,22,68,50,1027.3,1024.9,6,3,10.9,15.8,No,No
19/8/2009,Melbourne,9.8,18.6,0,2.6,7.8,N,69,N,N,31,37,59,40,1024.3,1019.5,0,3,12.4,18,No,Yes
20/8/2009,Melbourne,11.1,18.2,2.8,6,6.3,N,70,NNE,N,22,43,84,43,1018,1010.8,7,6,11.2,17.5,Yes,No
21/8/2009,Melbourne,11.1,18.8,1,3.4,7.3,W,93,N,WSW,39,43,61,40,994.5,999,7,6,15.5,14.3,No,No
22/8/2009,Melbourne,6.6,16.3,0.2,4.4,10,N,63,N,N,24,37,62,36,1008.7,1005.8,0,6,9.2,15.1,No,No
23/8/2009,Melbourne,9.2,19,0,4,10.6,N,69,N,N,35,46,69,49,1007.1,1002.3,1,4,12.4,17.9,No,No
26/8/2009,Melbourne,7.7,15.7,4,6.4,5.8,W,59,N,NNW,39,30,65,45,1009.5,1007.7,4,7,8.7,14.9,Yes,No
28/8/2009,Melbourne,10.7,19.7,0,4.8,8.6,N,56,N,NNE,31,26,66,45,1012.7,1009.5,3,6,13.1,19.5,No,No
29/8/2009,Melbourne,12.3,15.5,0,6,0.5,N,72,N,W,43,19,70,63,997.7,996.9,7,7,14.3,15.2,No,Yes
30/8/2009,Melbourne,6.7,16,4.2,1.6,6.6,W,59,W,WNW,28,37,57,43,1011.8,1011.7,3,7,9.2,14.9,Yes,No
2/9/2009,Melbourne,8.6,19.7,0,5.8,10.8,N,69,N,N,41,33,53,32,1021.4,1017.3,1,2,11.9,18.5,No,No
3/9/2009,Melbourne,11.9,21.9,0,7.2,8.8,N,72,N,NNW,43,50,31,44,1010.6,1006.9,1,7,18,20.4,No,Yes
6/9/2009,Melbourne,8.1,16.7,0,4.2,1.2,N,67,NNE,N,31,43,53,36,1013.7,1007.9,7,7,11.9,16,No,No
11/9/2009,Melbourne,7.7,22.5,0,5.2,9.1,N,100,N,N,57,76,53,34,1016.5,1010.5,3,6,13,19.8,No,No
12/9/2009,Melbourne,13,29.9,0,9.8,6,N,83,N,N,43,46,NA,NA,1012.9,1006.2,7,7,17.9,29,No,No
16/9/2009,Melbourne,8,22.9,0,5.8,8.5,N,48,N,N,33,31,38,22,1020.5,1013.6,2,6,15.8,22.3,No,No
19/9/2009,Melbourne,12.1,20.9,0,4,6.8,N,69,N,NNW,48,39,33,46,1013.9,1011.6,7,7,16.5,19.8,No,Yes
22/9/2009,Melbourne,10.6,18.9,16.6,6,5.5,N,56,NNW,N,13,30,68,52,997,995.5,7,5,14.8,18,Yes,No
24/9/2009,Melbourne,11.6,20.8,0.4,4.8,5.4,N,59,NNW,NW,30,15,68,34,1010.7,1008.1,7,7,13.9,19.9,No,Yes
25/9/2009,Melbourne,12.4,16.2,8,4.6,2.1,N,70,NNE,NNW,41,22,60,72,1002.6,999,7,7,14.2,14.3,Yes,Yes
29/9/2009,Melbourne,9.1,19.4,1.6,2.2,8.4,N,48,NNW,NE,4,19,53,35,1015.4,1011.2,5,4,12.2,18.9,Yes,No
30/9/2009,Melbourne,12.1,23.6,0,7.8,7.1,N,89,N,N,63,50,39,27,1011.6,1008.1,7,6,16.1,23.2,No,No
1/10/2009,Melbourne,13.5,16.6,0,8.2,0.4,N,37,S,S,13,17,72,61,1010.2,1011.6,7,7,14.5,15.3,No,No
3/10/2009,Melbourne,11,18,0,4,6.3,S,39,S,SE,26,20,82,76,1017.2,1015.3,7,5,12.3,16.7,No,No
11/10/2009,Melbourne,7,22.2,0,4.8,9.1,S,46,N,N,28,26,64,25,1021.4,1015.3,1,7,12,20.2,No,No
12/10/2009,Melbourne,11.8,22.6,0.8,6,5.8,N,80,N,WNW,31,31,48,51,1001.1,996.7,6,7,16.6,18,No,No
19/10/2009,Melbourne,10.6,21.5,0,3.4,10.7,E,30,ENE,S,6,4,61,44,1027.3,1023.5,7,1,13.6,20.6,No,No
20/10/2009,Melbourne,13.6,28.5,0,7.2,8.1,N,74,N,N,46,20,34,NA,1017.6,1014.7,1,7,20.8,28.5,No,No
23/10/2009,Melbourne,12.7,18.8,0,5.2,9.8,S,37,S,S,17,24,64,44,1022.5,1022.2,7,1,14.2,18.3,No,No
30/10/2009,Melbourne,16.7,26.5,0.6,6.2,0.2,N,65,N,NE,24,24,64,61,1019.2,1017.9,7,7,21.6,24.8,No,Yes
31/10/2009,Melbourne,19.3,33.1,4,3,11.7,N,50,N,NW,28,22,51,49,1019.7,1016.4,1,2,24.3,26.7,Yes,Yes
2/11/2009,Melbourne,13.9,29.4,0,1.8,9.1,N,50,SSW,SE,9,17,65,53,1021.4,1016.4,7,7,17.8,23.9,No,No
6/11/2009,Melbourne,9.4,25.4,0,6,13.2,S,39,WSW,SSE,9,26,64,49,1026.7,1022.7,1,1,13.2,21.1,No,No
7/11/2009,Melbourne,13,32.2,0,5.4,12,N,56,N,N,43,22,57,24,1026.6,1024.4,6,5,20.6,31.2,No,No
8/11/2009,Melbourne,19.4,34.2,0,12,13.2,N,54,N,NNE,39,19,37,21,1027.6,1024.6,0,2,25.9,33.1,No,No
9/11/2009,Melbourne,19.7,35.5,0,8,13,N,41,N,SSW,28,17,46,22,1023.7,1020.5,0,1,26.1,33.5,No,No
10/11/2009,Melbourne,20.2,36.3,0,11.8,13,N,41,N,SSE,13,26,48,22,1019.8,1017.1,1,2,26.1,34.5,No,No
13/11/2009,Melbourne,15.6,27.2,0,7.4,10.3,S,31,SSW,SSE,9,17,68,45,1020.9,1016.3,7,1,18.9,26.1,No,No
14/11/2009,Melbourne,16.5,30.3,0,7.4,12,N,46,N,SSE,35,19,48,37,1012.9,1012,1,6,24.8,26.6,No,No
15/11/2009,Melbourne,15.4,25.9,0,9.8,12,S,26,SSW,SSE,11,13,64,34,1013.5,1010.6,5,4,17.1,25,No,No
17/11/2009,Melbourne,14.9,22.6,0,7.6,8.7,S,39,SSE,SSE,20,26,52,53,1011.4,1010.1,7,1,18.4,20.8,No,No
18/11/2009,Melbourne,15.6,33.4,0,5,9,N,43,NNE,N,13,24,64,37,1009.1,1005.3,NA,7,19.3,28.6,No,No
19/11/2009,Melbourne,18.7,34.6,0,14.6,11.6,N,74,NW,SSE,33,20,23,26,1004.6,1006.1,7,7,30.4,31,No,No
21/11/2009,Melbourne,18.6,25.9,1.2,6.2,0,N,35,S,NNW,9,19,78,61,1009.2,1005.9,8,8,19.3,24.6,Yes,Yes
24/11/2009,Melbourne,12,26.6,0,6,13,S,35,NE,S,2,9,63,8,1026.6,1023,7,1,16.2,25.5,No,No
28/11/2009,Melbourne,16.3,22.7,4.8,6.6,6.9,N,56,NNW,N,28,37,50,34,1003.4,1000.1,4,7,18.8,22.1,Yes,Yes
30/11/2009,Melbourne,14,20.8,10.6,4.6,10.3,S,52,SE,SSE,28,33,63,42,1014.9,1014.8,7,6,15.8,19.8,Yes,No
2/12/2009,Melbourne,11.5,29.9,0,6.8,12.7,N,41,NNE,N,11,13,62,22,1021.3,1017.6,1,1,16.8,27.6,No,No
4/12/2009,Melbourne,12.1,22.4,0,8.4,10.7,S,33,WSW,ESE,13,17,52,32,1020.4,1018.3,5,6,15.4,19,No,No
7/12/2009,Melbourne,15.3,23.1,0,7,10.2,S,43,NNE,S,11,31,64,51,1012.9,1013,7,6,18.3,21.3,No,Yes
10/12/2009,Melbourne,15.3,24.4,0,7.4,4.6,W,63,NW,SW,20,43,39,76,1007.3,1005.2,7,7,19.9,19.2,No,Yes
12/12/2009,Melbourne,14.5,22.6,0,5.8,3.8,W,52,WSW,W,30,20,63,47,1019.1,1017.5,7,7,17.2,21.2,No,No
14/12/2009,Melbourne,14.5,21.1,0,4.6,11.3,S,37,SSE,SE,15,20,51,49,1022.5,1021.9,6,1,16,20.3,No,No
16/12/2009,Melbourne,17.4,39.2,0,10.8,12.1,N,59,N,NW,37,35,27,10,1013.1,1009.4,6,6,27.2,37.7,No,No
18/12/2009,Melbourne,11.1,23.8,11.2,3,13.4,W,37,WSW,WSW,17,17,58,38,1018.8,1016,1,3,15.1,21.4,Yes,No
20/12/2009,Melbourne,14.7,22.1,0,6,11.2,S,35,SSE,S,11,13,50,47,1020.3,1018.2,6,7,16.7,21.1,No,No
22/12/2009,Melbourne,15.9,27.5,0,7.4,11.1,S,33,SSW,SSE,7,15,67,43,1013.2,1011.8,6,1,19,24.3,No,No
24/12/2009,Melbourne,20.9,25.7,0,14.6,0,N,56,NE,NE,6,19,49,60,1003.1,1006.6,8,8,25.3,24.2,No,Yes
27/12/2009,Melbourne,14.7,23.1,0,6.8,4.5,S,37,WSW,SSE,6,24,70,64,1018.6,1016.8,7,7,18,21.7,No,No
2/1/2010,Melbourne,15.5,22.5,5,0.6,3.2,S,54,SW,SSE,22,28,76,41,1011.2,1012.4,7,7,16.2,21.4,Yes,No
8/1/2010,Melbourne,14.8,36.6,0,6.6,11.3,N,57,NNE,N,9,26,58,20,1017,1013.3,1,6,20.8,34.4,No,No
10/1/2010,Melbourne,17.1,29.6,0,11.4,13.2,S,30,S,S,6,9,63,44,1017.5,1014.6,1,1,20.6,28.8,No,No
11/1/2010,Melbourne,19,43.6,0,8.4,11.7,N,59,N,NNW,35,28,63,14,1011.7,1005.9,0,4,24.4,41.5,No,No
13/1/2010,Melbourne,17.4,23,0.2,7.6,5.7,S,48,S,SSE,15,30,52,39,1015.6,1016.9,7,6,18.3,21.5,No,No
15/1/2010,Melbourne,16.3,26.8,0,9.2,12,S,31,SSE,S,11,15,61,46,1017.5,1014.1,7,3,18.5,24.5,No,No
21/1/2010,Melbourne,16,28.5,0,7.6,8.3,S,37,SSE,SSE,6,17,61,36,1011.8,1009.2,5,5,19.7,27.9,No,No
24/1/2010,Melbourne,12.7,22.3,0,7.4,10.3,S,33,E,S,9,13,59,47,1016.2,1014.4,7,1,15.7,21.8,No,No
25/1/2010,Melbourne,13.6,23.8,0,6.6,11.2,S,33,SE,S,13,20,62,48,1014.8,1012.4,6,1,16.7,22.3,No,No
26/1/2010,Melbourne,13.8,24.5,0,7,9.9,S,43,SSW,SSE,11,26,69,60,1011.5,1012.3,7,2,17.8,22.5,No,No
31/1/2010,Melbourne,17.1,37.2,0,14.8,7.2,N,81,N,N,61,44,38,24,1009.6,1006.4,1,4,28.6,36.2,No,Yes
1/2/2010,Melbourne,16.9,24.9,1.4,10.2,11,S,39,SSE,S,15,28,58,45,1019,1016.3,7,2,18.2,22.7,Yes,No
2/2/2010,Melbourne,16.7,35.2,0,7.4,12,N,52,E,SE,11,20,61,28,1015.6,1012.2,3,7,21.9,33.6,No,No
3/2/2010,Melbourne,21.6,34.8,0,12,12.1,N,43,ENE,NE,19,13,36,25,1013.9,1009.4,3,6,27,33.4,No,No
4/2/2010,Melbourne,25.5,30.8,0,13.2,0.7,N,63,N,N,22,26,35,83,1008.9,1008.7,7,7,28.5,22.8,No,Yes
5/2/2010,Melbourne,17.6,20.9,15,2.2,1.6,S,43,SSW,SSE,19,31,95,69,1014.6,1016.5,8,7,18,19.2,Yes,Yes
9/2/2010,Melbourne,19.3,32.1,0,10,8.8,N,54,N,SSE,39,20,58,53,1019.5,1017.8,2,5,25.5,29.5,No,No
12/2/2010,Melbourne,19.5,22.8,35.2,6.8,0.4,S,37,SW,S,20,22,79,66,1011.1,1012.6,8,7,20.9,21.1,Yes,No
16/2/2010,Melbourne,16,27.3,0,5.6,12.7,S,39,SSE,S,26,24,67,44,1017.5,1015.7,1,0,19.1,25.5,No,No
19/2/2010,Melbourne,17.1,32.8,0,8,12.1,N,74,N,N,50,31,40,24,1022,1018.1,1,1,23.1,30.7,No,No
20/2/2010,Melbourne,23,34.3,0,14.2,10.1,N,74,N,N,43,39,38,24,1015.2,1010.8,1,7,25.4,33.1,No,No
21/2/2010,Melbourne,21.6,28.6,0,14.8,10.4,N,57,SSW,SSE,13,20,67,46,1011.1,1009.1,6,4,21.9,26.8,No,No
25/2/2010,Melbourne,14.2,25.1,0,6.6,12.2,S,31,SSW,SSE,6,15,62,50,1026.4,1024.2,1,1,18.1,23.3,No,No
26/2/2010,Melbourne,16.2,33.4,0,5.8,11.7,N,59,N,N,41,31,46,22,1022.4,1017.9,2,2,23.5,32,No,No
27/2/2010,Melbourne,22.4,22.6,0,13,1.6,N,50,S,S,24,19,78,71,1017.4,1019.6,7,8,22.5,19.8,No,No
28/2/2010,Melbourne,16.3,20.7,0,4,5.2,S,52,SSW,S,19,33,60,43,1021.8,1022.1,7,6,17.3,19.8,No,No
4/3/2010,Melbourne,16.5,31.3,0,6.8,5.5,N,48,N,N,22,26,55,27,1012.7,1008.7,4,7,22,30.6,No,No
8/3/2010,Melbourne,16.4,22.5,27.2,7,6.4,N,67,N,N,20,37,89,60,1006.3,1004.3,6,7,18.2,20.3,Yes,Yes
10/3/2010,Melbourne,13.7,20.4,0,6,4.6,S,44,SW,S,17,31,57,44,1026.5,1028.4,7,5,15.3,19.3,No,No
11/3/2010,Melbourne,13.7,22.2,0.2,3.6,11.6,S,41,SE,S,11,26,64,47,1034.1,1033.5,2,2,16.8,21.3,No,No
14/3/2010,Melbourne,13.8,28.8,0,5.8,11.5,N,39,N,NNE,22,19,66,30,1029.5,1025.4,2,1,17.6,27.8,No,No
15/3/2010,Melbourne,15.3,30.4,0,6.6,10.5,N,33,N,WNW,24,13,58,26,1024.2,1021,0,2,18.5,29.4,No,No
16/3/2010,Melbourne,18.5,32.2,0,8.6,11,N,43,N,N,31,28,47,25,1021.6,1019.6,1,2,21.5,30.9,No,No
17/3/2010,Melbourne,21.5,33,0,11.8,7.8,N,56,N,W,41,13,36,32,1022.2,1021.2,3,7,24.7,30.3,No,No
19/3/2010,Melbourne,23,28.4,0,8.8,4.8,N,43,W,WSW,9,13,53,49,1016.5,1015.8,7,7,23.4,27.3,No,No
22/3/2010,Melbourne,13.1,22.5,0,5.8,11,S,33,WSW,SW,17,11,64,41,1023.4,1022,3,1,13.9,21.1,No,No
25/3/2010,Melbourne,12.8,31.5,0,3.8,10,N,46,N,NNW,13,20,90,27,1020.3,1016.2,7,5,14.9,30.4,No,No
26/3/2010,Melbourne,14.8,30.7,0,9.6,7.2,N,50,N,SSE,31,30,42,52,1016.6,1016.9,5,7,22.4,24.7,No,No
28/3/2010,Melbourne,17.8,27.2,0,3.8,0.1,N,61,N,N,31,30,56,42,1012.2,1009.6,7,8,21.4,26,No,Yes
29/3/2010,Melbourne,17.9,23.3,8,3.8,6.8,W,44,NNW,SE,11,22,89,63,1013.5,1015.5,7,5,19.2,23,Yes,No
30/3/2010,Melbourne,15.1,22.6,0.4,4,9.6,S,37,SW,S,11,28,78,53,1022.8,1022.9,5,6,15.6,21.2,No,No
1/4/2010,Melbourne,13.8,24,0,2.4,7.7,S,31,W,SSE,11,19,79,45,1020.8,1019.2,7,4,17.1,23.9,No,No
2/4/2010,Melbourne,16.1,21.9,0,2.2,4.9,S,44,SSE,S,22,31,75,59,1022,1021.2,6,6,17.4,20.5,No,No
4/4/2010,Melbourne,12.7,25.8,0,4.4,9.7,N,33,W,N,4,20,67,40,1022,1016.9,4,6,15.8,25.1,No,No
5/4/2010,Melbourne,14.9,26.9,0,4.6,9.9,N,50,N,N,24,31,62,34,1018.1,1014.4,3,6,18.8,25.8,No,No
6/4/2010,Melbourne,18.4,25.3,0,7,0.5,N,48,N,NE,26,20,42,36,1014.8,1011.7,7,7,22.3,24.3,No,Yes
7/4/2010,Melbourne,17.2,25.7,6.8,5.2,4.1,N,41,N,WNW,20,19,84,40,1010.2,1008.3,7,7,19.3,25.3,Yes,No
9/4/2010,Melbourne,13.5,21.7,0,2.6,2.3,N,26,N,W,9,13,82,49,1015.2,1011.2,6,7,15.6,21.4,No,No
10/4/2010,Melbourne,15,22.6,0.2,1.6,2.6,N,37,N,W,24,15,77,62,1009.1,1006.5,7,7,17.4,21.2,No,Yes
11/4/2010,Melbourne,11.8,17.7,3.6,4,8.5,W,72,W,WSW,37,37,54,38,1007,1009.6,4,6,15.1,16.7,Yes,No
17/4/2010,Melbourne,13.6,27.3,0,5.2,10.2,N,44,N,N,20,28,64,26,1025.7,1022.2,2,5,17,26.9,No,No
18/4/2010,Melbourne,16,27.7,0,5.4,5.8,N,50,N,N,24,26,58,35,1025,1022.1,7,7,18.1,26.4,No,No
19/4/2010,Melbourne,16.1,27.6,0,6,6.6,N,46,N,N,17,28,66,37,1023.8,1020.6,6,7,17.5,27.3,No,No
20/4/2010,Melbourne,17.5,29.4,0,6.6,8.8,N,57,N,N,37,33,59,34,1020.9,1016.7,4,5,21.2,29.2,No,No
21/4/2010,Melbourne,17.3,24.5,1,5,7.7,N,41,SW,S,7,15,81,61,1021.7,1018.9,7,5,19.5,23,No,No
26/4/2010,Melbourne,8.7,20.4,0,1.4,8.4,N,48,N,NNW,19,17,72,40,1025.3,1021.2,7,7,11.7,19.5,No,No
27/4/2010,Melbourne,11.7,17.8,0,4.6,0.6,N,52,N,SW,30,9,62,83,1018,1017.3,7,7,14.8,14.3,No,No
29/4/2010,Melbourne,12.8,18.4,2.2,2.8,2.7,W,48,WNW,SW,13,28,71,58,1020.8,1020.6,7,7,14.8,17.8,Yes,No
2/5/2010,Melbourne,13.5,17.7,0,4.2,1.1,N,54,N,W,24,9,58,53,1023.7,1024.9,7,7,15.8,16.7,No,No
3/5/2010,Melbourne,9.2,23,0,1.6,8.3,N,70,N,N,11,37,78,38,1025.4,1019.1,7,4,11.6,22.2,No,No
4/5/2010,Melbourne,11.6,23.5,0,7,6.8,N,80,N,NNW,56,30,43,37,1011.4,1006.5,6,7,19.9,22.9,No,Yes
6/5/2010,Melbourne,11.4,18,2.2,3.4,5.5,N,31,NW,WSW,13,19,89,43,1020.1,1020.5,7,5,13,17,Yes,No
7/5/2010,Melbourne,10.4,19.8,0,2.4,0.7,N,41,N,NW,24,22,73,58,1020.8,1018.1,7,7,13.6,19.5,No,Yes
8/5/2010,Melbourne,12.9,19.9,4.8,1,9.5,N,31,NA,S,0,7,75,54,1023.1,1020.1,3,1,14.2,19.4,Yes,No
9/5/2010,Melbourne,13,22.5,0,3,6.7,N,41,N,WNW,26,24,69,47,1020.6,1017.4,7,6,15.8,21.1,No,No
10/5/2010,Melbourne,14.5,20.6,0,4.4,8.2,N,54,N,N,31,31,60,53,1016.9,1011.4,2,6,16.2,19.4,No,Yes
16/5/2010,Melbourne,6.2,18.5,0,1,6.4,N,22,N,SE,13,11,88,55,1021.4,1018.7,7,6,7.9,17.4,No,No
17/5/2010,Melbourne,7.3,17.2,0,2.2,5.7,N,26,WNW,SE,7,7,87,56,1021.3,1019,7,7,8.5,16.9,No,No
18/5/2010,Melbourne,6.9,18.6,0,0.8,9.1,N,26,N,SSE,11,9,84,44,1021.6,1019.9,2,6,8,17.6,No,No
19/5/2010,Melbourne,6.1,18.8,0,2,8.8,N,28,N,SSE,13,11,80,44,1023.9,1021.7,2,3,7.6,17.1,No,No
20/5/2010,Melbourne,7.6,18.1,0,2,4.9,N,28,NW,S,2,9,71,54,1023.3,1020.7,7,3,10.7,17.5,No,No
21/5/2010,Melbourne,9.9,16.1,0,2,0.9,S,28,W,S,7,19,77,55,1023.6,1021.9,7,6,12,15,No,No
24/5/2010,Melbourne,6.2,15.6,0,3,0.3,N,37,NNE,ENE,13,9,54,83,1015.3,1011.8,7,8,13,13.4,No,Yes
27/5/2010,Melbourne,10.8,18.7,0,1,2.1,N,50,N,N,17,31,84,65,1017.7,1016.3,6,7,13.3,16.8,No,No
29/5/2010,Melbourne,12.6,17.2,1.8,1,0.8,N,43,NA,S,0,19,92,77,1005.7,1004.3,7,7,13.4,16.3,Yes,No
1/6/2010,Melbourne,7.9,17.6,0,1.6,5.6,N,33,N,N,17,24,83,54,1019.5,1017,6,7,10.4,17,No,No
2/6/2010,Melbourne,10.3,17.9,0,1,4.8,S,22,N,S,4,13,79,57,1022.3,1022,7,6,12.7,16.3,No,No
6/6/2010,Melbourne,8.9,15.7,16.8,2.6,4.1,S,37,WSW,S,11,20,93,65,1023.1,1023.3,7,5,10.1,14.8,Yes,Yes
7/6/2010,Melbourne,8.3,13.6,4.8,1.2,2.1,W,20,W,WNW,17,9,92,75,1027.1,1024.7,7,7,9.1,12.3,Yes,No
8/6/2010,Melbourne,9.1,14.3,0,2.4,3.2,N,54,N,NW,22,20,68,43,1021.8,1016.7,7,7,10.2,13.8,No,Yes
12/6/2010,Melbourne,8,13.2,2.8,2.8,2.8,S,37,WSW,SSW,15,20,84,63,1026.7,1026.3,7,6,8.7,12.8,Yes,No
14/6/2010,Melbourne,7.9,15.3,0,1.2,6.5,N,26,N,NNE,13,6,69,62,1034.4,1031.6,6,5,9,12.9,No,No
16/6/2010,Melbourne,4,16.1,0,1.2,0,N,67,N,N,37,37,83,71,1022.5,1016.3,8,8,7.8,13.8,No,No
17/6/2010,Melbourne,7.8,14.3,0,1.6,4.8,W,93,N,W,26,35,60,54,1004.2,1006.9,4,6,13.9,13.2,No,Yes
18/6/2010,Melbourne,7.3,14.8,4.6,2.6,7.3,N,57,N,N,26,33,76,66,1015.9,1013.4,1,7,8,12.3,Yes,Yes
20/6/2010,Melbourne,12,14.7,0.6,1.6,1.2,W,33,W,SSE,20,17,89,73,1025.3,1026.6,7,6,12.9,14.2,No,Yes
21/6/2010,Melbourne,5.8,15.1,1.8,2,7.5,N,26,N,E,17,9,99,49,1034.9,1034.1,6,3,6.9,14,Yes,No
22/6/2010,Melbourne,3.6,14.3,0,0.8,6.6,N,19,N,SE,11,7,86,62,1037.9,1035.6,5,7,5.1,12.7,No,No
23/6/2010,Melbourne,5.1,17.2,0,1,2.3,N,41,NNE,N,9,22,76,47,1035.4,1031.4,7,6,8.6,16.5,No,No
25/6/2010,Melbourne,12.8,14.7,0.4,3.6,0.1,N,65,N,N,39,22,80,82,1016.6,1014.7,NA,8,14.1,14.1,No,Yes
27/6/2010,Melbourne,6.1,12.9,8,0.2,6.6,W,28,W,SSW,15,9,86,66,1025.3,1022.6,3,6,6.8,11.4,Yes,No
28/6/2010,Melbourne,3.9,11.4,0,1.2,9.1,N,78,N,N,26,35,72,45,1019.2,1016,4,5,5.8,11,No,No
29/6/2010,Melbourne,5.7,10.8,0,4,0.8,N,76,N,N,35,39,65,61,1015.9,1014.6,7,7,7.6,9.4,No,Yes
30/6/2010,Melbourne,6.8,12.8,1.8,1.8,2.7,N,59,N,NNW,28,24,80,59,1016.9,1016.3,7,7,7.6,11.8,Yes,No
1/7/2010,Melbourne,7.6,12.3,0,2.2,3,N,44,N,N,20,28,80,63,1023,1022.6,5,7,8.9,11.8,No,No
2/7/2010,Melbourne,8.2,12.4,0,0.6,0.7,N,37,N,WNW,24,13,74,84,1025,1022.6,7,7,9.8,10.4,No,Yes
3/7/2010,Melbourne,8.3,14,3.8,1.2,1,W,31,W,SW,19,19,76,63,1030.3,1029.8,6,7,8.6,13.6,Yes,No
4/7/2010,Melbourne,8.4,12.8,0,1,0,N,22,N,NNE,11,9,78,55,1031.8,1028.5,7,7,9.9,12.5,No,No
5/7/2010,Melbourne,5.9,14.3,0,0.8,2,N,19,N,NA,11,0,88,51,1027,1022.7,5,6,6.1,12.4,No,No
7/7/2010,Melbourne,4.1,15,0,1.4,0.7,N,20,W,SSE,9,17,77,77,1026.9,1026.1,7,7,7.5,12.6,No,No
9/7/2010,Melbourne,3.6,16.5,0,0.2,9,N,41,N,N,20,28,85,48,1029.7,1026.2,0,3,4.5,15.6,No,No
10/7/2010,Melbourne,4.5,15.9,0,2.6,2,N,78,N,N,37,50,51,62,1018.7,1012.7,7,7,14.5,14.7,No,No
12/7/2010,Melbourne,9.3,16.7,0,2.4,8.6,N,48,N,N,20,30,79,48,1022.2,1019.2,0,2,10.2,16.1,No,No
15/7/2010,Melbourne,6.9,13.7,5.2,2.6,4.8,W,37,W,SW,20,22,75,65,1020.2,1022.4,3,7,8.6,13,Yes,No
16/7/2010,Melbourne,8.6,14.5,0,2,1.3,N,24,WNW,N,9,11,61,50,1027.8,1025.9,7,6,11.8,14,No,No
17/7/2010,Melbourne,5.8,13.6,0,1.6,3.7,N,46,N,NNE,13,24,74,62,1027.1,1023.6,1,7,7.1,11.5,No,No
18/7/2010,Melbourne,7.1,13.6,0,2.2,4,N,65,N,N,41,20,71,75,1018.3,1015.5,5,8,9.4,10.6,No,Yes
19/7/2010,Melbourne,7.4,14,8.6,2,6.4,W,24,WNW,SW,11,13,82,49,1019.6,1019.6,5,3,8,13.4,Yes,No
